Date,Home Team,Away Team,Home Goals,Away Goals,Possession % (Home),Possession % (Away),Shots (Home),Shots (Away),Corners (Home),Corners (Away),Fouls (Home),Fouls (Away),Winner,Year,Home_Points,Away_Points
2023-05-21,Juventus,Paris Saint-Germain,4,3,62,41,19,14,4,2,6,15,Home Team,2023,3,0
2018-09-15,Barcelona,Borussia Dortmund,0,3,51,56,6,12,9,5,12,5,Away Team,2018,0,3
2017-01-08,Chelsea,Manchester City,2,5,40,53,7,15,3,5,8,6,Away Team,2017,0,3
2018-12-08,Real Madrid,Liverpool,4,3,63,32,24,15,7,6,12,6,Home Team,2018,3,0
2015-06-23,Juventus,Liverpool,2,2,60,38,15,19,2,6,14,14,Draw,2015,1,1
2018-08-03,Paris Saint-Germain,AC Milan,0,0,53,44,15,8,4,8,6,7,Draw,2018,1,1
2017-10-18,AC Milan,Arsenal,5,1,66,33,7,20,10,5,13,7,Home Team,2017,3,0
2021-01-01,Juventus,Liverpool,0,0,48,40,10,14,3,7,10,13,Draw,2021,1,1
2025-09-03,Manchester City,Manchester City,5,2,56,31,25,25,9,8,12,13,Home Team,2025,3,0
2016-10-04,Real Madrid,Barcelona,1,1,55,41,18,6,3,7,9,11,Draw,2016,1,1
2020-12-19,AC Milan,Bayern Munich,2,1,60,51,14,13,5,5,5,11,Home Team,2020,3,0
2020-01-30,Liverpool,Bayern Munich,4,5,50,33,24,20,2,2,5,5,Away Team,2020,0,3
2021-05-18,Bayern Munich,Chelsea,1,3,66,41,17,13,8,10,11,6,Away Team,2021,0,3
2021-10-16,Chelsea,Arsenal,3,4,59,56,16,19,4,9,13,13,Away Team,2021,0,3
2019-06-30,Juventus,Chelsea,2,2,66,36,12,8,6,2,14,8,Draw,2019,1,1
2024-10-01,Liverpool,Juventus,4,3,65,35,9,14,2,5,11,5,Home Team,2024,3,0
2018-06-27,Real Madrid,Juventus,3,2,64,32,22,16,6,4,15,8,Home Team,2018,3,0
2017-12-12,Manchester City,Barcelona,4,0,52,54,18,9,7,7,5,7,Home Team,2017,3,0
2018-04-25,AC Milan,Manchester City,1,3,52,47,19,7,4,9,14,10,Away Team,2018,0,3
2024-09-24,Barcelona,Borussia Dortmund,4,4,56,38,21,25,7,4,10,12,Draw,2024,1,1
2021-08-08,Barcelona,Liverpool,4,0,67,34,21,8,8,6,10,8,Home Team,2021,3,0
2015-01-10,Juventus,Chelsea,4,1,60,36,15,13,3,8,13,13,Home Team,2015,3,0
2024-07-11,Juventus,Chelsea,5,2,61,50,19,24,10,3,5,5,Home Team,2024,3,0
2016-04-08,Real Madrid,Juventus,4,5,43,38,10,22,10,10,12,13,Away Team,2016,0,3
2016-07-21,Paris Saint-Germain,Bayern Munich,1,0,68,32,25,9,5,8,9,7,Home Team,2016,3,0
2020-05-13,Barcelona,Manchester City,2,5,48,32,11,17,5,6,10,8,Away Team,2020,0,3
2022-01-06,Paris Saint-Germain,Bayern Munich,2,0,58,41,10,21,7,4,12,11,Home Team,2022,3,0
2016-12-01,Juventus,AC Milan,2,4,69,55,19,21,5,3,7,6,Away Team,2016,0,3
2017-03-03,Paris Saint-Germain,Borussia Dortmund,4,5,57,56,10,16,7,6,12,11,Away Team,2017,0,3
2018-10-20,AC Milan,Chelsea,0,0,67,39,12,13,4,2,5,8,Draw,2018,1,1
2022-03-09,Juventus,Manchester City,4,1,49,30,16,12,6,5,6,13,Home Team,2022,3,0
2015-10-13,AC Milan,Manchester City,0,1,55,59,22,15,5,6,7,7,Away Team,2015,0,3
2022-12-04,Manchester City,Paris Saint-Germain,2,0,69,34,14,13,3,9,7,11,Home Team,2022,3,0
2022-06-21,Paris Saint-Germain,Arsenal,4,5,57,49,23,16,10,8,5,6,Away Team,2022,0,3
2025-08-22,Arsenal,Paris Saint-Germain,2,2,64,43,19,23,9,5,13,7,Draw,2025,1,1
2021-07-01,AC Milan,Chelsea,2,2,60,51,23,14,5,8,13,13,Draw,2021,1,1
2016-02-11,Barcelona,Liverpool,5,1,41,39,14,19,4,4,5,7,Home Team,2016,3,0
2018-07-05,Real Madrid,AC Milan,1,4,61,42,12,18,5,9,14,10,Away Team,2018,0,3
2020-04-18,Manchester City,Chelsea,3,2,67,36,10,13,7,2,8,10,Home Team,2020,3,0
2016-08-21,Arsenal,Paris Saint-Germain,0,1,42,38,20,6,5,3,5,11,Away Team,2016,0,3
2020-04-11,Barcelona,Chelsea,5,0,66,42,14,12,9,8,13,14,Home Team,2020,3,0
2022-11-22,Real Madrid,Paris Saint-Germain,3,1,61,59,13,6,8,2,10,6,Home Team,2022,3,0
2015-04-16,Liverpool,Liverpool,0,0,44,46,12,14,6,9,15,9,Draw,2015,1,1
2016-06-07,Liverpool,Barcelona,1,4,53,55,17,20,7,4,7,5,Away Team,2016,0,3
2020-08-21,Paris Saint-Germain,Arsenal,3,3,62,45,11,23,4,4,15,15,Draw,2020,1,1
2016-01-05,AC Milan,Borussia Dortmund,0,0,58,48,6,5,4,7,15,5,Draw,2016,1,1
2023-04-21,Arsenal,Manchester City,1,3,57,53,17,23,5,5,9,15,Away Team,2023,0,3
2019-05-25,Barcelona,Manchester City,1,2,70,53,16,19,10,2,12,15,Away Team,2019,0,3
2021-12-01,Juventus,Manchester City,5,2,57,52,12,12,10,5,13,14,Home Team,2021,3,0
2024-08-15,AC Milan,Manchester City,1,4,68,59,10,11,10,4,15,6,Away Team,2024,0,3
2018-01-10,Liverpool,Barcelona,5,5,64,34,24,12,8,8,8,11,Draw,2018,1,1
2016-07-27,Juventus,Paris Saint-Germain,3,1,63,40,25,22,9,4,8,7,Home Team,2016,3,0
2023-07-24,Liverpool,Barcelona,1,4,42,59,8,8,4,4,11,10,Away Team,2023,0,3
2017-08-23,Juventus,AC Milan,5,2,69,58,11,11,6,9,7,10,Home Team,2017,3,0
2023-01-13,Chelsea,AC Milan,2,3,53,54,7,19,4,6,9,13,Away Team,2023,0,3
2015-11-13,Bayern Munich,AC Milan,2,2,54,60,18,7,2,10,11,7,Draw,2015,1,1
2017-10-05,Bayern Munich,Chelsea,0,1,67,39,17,5,4,2,9,15,Away Team,2017,0,3
2018-12-01,Paris Saint-Germain,Arsenal,1,1,59,49,13,9,7,4,13,14,Draw,2018,1,1
2017-02-14,Chelsea,Manchester City,4,2,42,42,18,25,7,6,9,14,Home Team,2017,3,0
2021-05-24,Barcelona,Borussia Dortmund,5,4,47,36,22,11,6,7,5,5,Home Team,2021,3,0
2022-03-13,AC Milan,Liverpool,2,1,54,60,13,24,4,6,8,8,Home Team,2022,3,0
2022-08-21,AC Milan,Paris Saint-Germain,1,4,51,36,8,25,7,10,9,8,Away Team,2022,0,3
2020-10-29,Arsenal,Borussia Dortmund,4,0,47,43,15,19,7,8,11,10,Home Team,2020,3,0
2024-09-26,Manchester City,Paris Saint-Germain,4,4,48,34,11,10,7,9,10,15,Draw,2024,1,1
2017-07-29,Bayern Munich,Juventus,1,4,46,59,9,10,4,6,9,14,Away Team,2017,0,3
2018-03-06,Barcelona,Arsenal,1,2,59,53,23,21,10,8,14,12,Away Team,2018,0,3
2023-05-26,Liverpool,Bayern Munich,5,4,46,43,25,21,6,8,5,10,Home Team,2023,3,0
2025-12-18,AC Milan,Borussia Dortmund,1,1,55,54,12,6,3,10,5,12,Draw,2025,1,1
2023-05-04,Barcelona,Bayern Munich,3,4,60,60,8,18,2,3,7,5,Away Team,2023,0,3
2016-03-16,Real Madrid,Liverpool,3,0,40,54,18,22,7,4,5,7,Home Team,2016,3,0
2018-02-14,Chelsea,Juventus,1,0,50,49,6,12,6,2,7,11,Home Team,2018,3,0
2019-02-15,Arsenal,Barcelona,4,0,49,51,8,23,4,6,12,9,Home Team,2019,3,0
2016-11-18,Manchester City,Chelsea,4,2,45,30,14,14,4,3,5,8,Home Team,2016,3,0
2015-05-20,Manchester City,Arsenal,3,5,55,59,10,14,8,10,14,9,Away Team,2015,0,3
2019-01-01,Arsenal,Bayern Munich,0,5,55,38,8,24,4,6,12,12,Away Team,2019,0,3
2024-03-30,Manchester City,Liverpool,2,5,62,52,15,7,5,5,12,14,Away Team,2024,0,3
2023-02-21,Chelsea,Arsenal,1,5,60,58,16,9,10,4,14,9,Away Team,2023,0,3
2025-06-19,AC Milan,AC Milan,5,5,66,44,7,23,7,4,12,13,Draw,2025,1,1
2020-09-17,Bayern Munich,AC Milan,1,1,45,55,25,21,8,3,13,15,Draw,2020,1,1
2018-03-13,Juventus,Paris Saint-Germain,2,5,58,45,19,12,3,5,15,12,Away Team,2018,0,3
2016-10-13,Paris Saint-Germain,Chelsea,0,3,64,43,16,13,2,10,11,13,Away Team,2016,0,3
2020-12-17,Chelsea,Paris Saint-Germain,1,4,41,46,9,20,8,5,8,11,Away Team,2020,0,3
2015-02-25,Chelsea,Juventus,3,2,54,35,23,18,7,7,8,14,Home Team,2015,3,0
2015-03-08,Barcelona,Arsenal,4,1,55,54,25,20,10,2,12,8,Home Team,2015,3,0
2020-11-01,Bayern Munich,Bayern Munich,1,3,69,50,14,15,6,10,12,15,Away Team,2020,0,3
2023-04-23,Barcelona,Liverpool,2,3,40,42,22,22,10,10,15,6,Away Team,2023,0,3
2021-03-24,Manchester City,Bayern Munich,1,0,68,44,12,22,2,3,5,13,Home Team,2021,3,0
2018-02-11,Juventus,Arsenal,0,2,52,37,22,10,7,3,14,15,Away Team,2018,0,3
2018-10-03,Juventus,Bayern Munich,1,0,70,45,19,11,6,3,13,5,Home Team,2018,3,0
2018-05-21,Chelsea,Chelsea,5,0,43,53,18,12,4,4,11,9,Home Team,2018,3,0
2025-06-23,Arsenal,Liverpool,0,0,56,41,8,13,8,5,5,8,Draw,2025,1,1
2017-10-01,Real Madrid,Barcelona,5,4,65,41,22,23,8,2,12,9,Home Team,2017,3,0
2025-09-26,Paris Saint-Germain,Liverpool,2,1,46,42,10,13,3,8,7,13,Home Team,2025,3,0
2019-03-23,Juventus,Manchester City,4,5,56,32,13,15,5,9,12,11,Away Team,2019,0,3
2015-08-02,Barcelona,Borussia Dortmund,2,2,64,52,25,22,6,8,9,8,Draw,2015,1,1
2022-07-31,Bayern Munich,Barcelona,4,2,58,43,17,24,8,8,11,7,Home Team,2022,3,0
2022-09-11,Bayern Munich,Paris Saint-Germain,0,2,54,30,11,14,8,8,14,14,Away Team,2022,0,3
2022-10-09,Juventus,Liverpool,5,3,57,55,9,18,5,6,10,12,Home Team,2022,3,0
2016-01-07,Manchester City,Bayern Munich,1,4,46,56,13,18,8,6,15,15,Away Team,2016,0,3
2018-01-15,Arsenal,Manchester City,3,5,62,35,16,14,9,6,7,10,Away Team,2018,0,3
2022-02-14,Barcelona,Manchester City,3,4,59,41,22,8,7,3,10,7,Away Team,2022,0,3
2015-04-01,Bayern Munich,Paris Saint-Germain,1,1,68,51,19,15,2,2,8,10,Draw,2015,1,1
2018-03-24,Paris Saint-Germain,Juventus,5,4,55,55,21,10,5,10,6,11,Home Team,2018,3,0
2022-03-20,Manchester City,Barcelona,5,4,40,42,23,5,9,5,5,5,Home Team,2022,3,0
2021-12-12,Bayern Munich,Arsenal,3,1,56,30,5,24,8,10,14,15,Home Team,2021,3,0
2018-03-22,Liverpool,AC Milan,1,0,59,46,11,18,4,6,12,7,Home Team,2018,3,0
2017-04-19,Bayern Munich,Liverpool,1,0,45,34,11,23,4,3,13,8,Home Team,2017,3,0
2018-06-17,Barcelona,Chelsea,5,5,55,57,9,9,3,9,11,15,Draw,2018,1,1
2020-01-18,Manchester City,Borussia Dortmund,0,0,42,59,19,12,9,9,10,13,Draw,2020,1,1
2015-05-12,Manchester City,Juventus,4,5,50,39,15,7,9,6,7,14,Away Team,2015,0,3
2020-10-09,Barcelona,Bayern Munich,3,1,62,35,23,19,7,4,8,10,Home Team,2020,3,0
2022-08-07,Real Madrid,AC Milan,3,4,63,46,8,12,5,8,8,11,Away Team,2022,0,3
2021-01-09,Bayern Munich,Arsenal,3,3,62,50,13,15,2,5,9,13,Draw,2021,1,1
2017-12-12,AC Milan,Chelsea,4,4,55,40,17,20,5,2,9,7,Draw,2017,1,1
2021-10-12,Barcelona,Arsenal,4,4,45,56,14,23,3,9,11,11,Draw,2021,1,1
2025-01-12,Real Madrid,Liverpool,0,1,52,50,18,10,7,2,11,11,Away Team,2025,0,3
2015-04-18,AC Milan,Arsenal,2,2,42,39,14,9,9,10,15,13,Draw,2015,1,1
2023-11-24,Arsenal,Barcelona,4,3,57,58,22,6,4,5,7,7,Home Team,2023,3,0
2022-09-26,Chelsea,Liverpool,1,2,58,33,9,25,9,4,8,8,Away Team,2022,0,3
2018-03-08,Liverpool,Borussia Dortmund,5,3,42,40,23,9,3,2,7,14,Home Team,2018,3,0
2020-11-12,Bayern Munich,Barcelona,2,0,49,47,19,5,4,10,7,13,Home Team,2020,3,0
2020-08-29,Barcelona,Chelsea,4,5,40,53,23,7,7,8,12,6,Away Team,2020,0,3
2016-07-30,Bayern Munich,Liverpool,2,5,53,56,22,6,7,6,6,12,Away Team,2016,0,3
2025-04-12,Chelsea,Juventus,0,1,53,32,5,16,7,3,10,12,Away Team,2025,0,3
2015-06-08,AC Milan,Manchester City,5,0,69,56,6,17,5,6,12,12,Home Team,2015,3,0
2020-03-03,Real Madrid,Liverpool,3,0,50,50,18,22,7,4,11,15,Home Team,2020,3,0
2015-05-17,Liverpool,Chelsea,4,2,54,50,14,11,9,9,9,8,Home Team,2015,3,0
2016-11-07,Chelsea,Arsenal,1,0,69,39,17,11,5,5,8,15,Home Team,2016,3,0
2025-08-13,AC Milan,Liverpool,2,3,62,33,7,15,5,9,12,8,Away Team,2025,0,3
2017-06-01,Chelsea,Chelsea,5,0,51,38,13,22,9,2,5,9,Home Team,2017,3,0
2018-04-20,Juventus,AC Milan,3,4,59,30,21,22,8,4,7,10,Away Team,2018,0,3
2016-02-27,Arsenal,Juventus,1,4,46,40,12,20,6,6,12,14,Away Team,2016,0,3
2020-05-30,Manchester City,Borussia Dortmund,5,4,48,52,14,20,3,7,8,15,Home Team,2020,3,0
2018-02-15,AC Milan,Juventus,3,4,48,42,10,22,4,6,11,10,Away Team,2018,0,3
2017-12-06,Barcelona,Arsenal,2,0,60,42,15,23,8,5,6,9,Home Team,2017,3,0
2025-08-14,Barcelona,Liverpool,5,5,67,39,14,21,3,5,9,5,Draw,2025,1,1
2016-11-28,Barcelona,Manchester City,1,3,47,59,20,18,6,3,8,10,Away Team,2016,0,3
2023-12-05,Liverpool,Arsenal,0,5,56,48,7,9,3,5,15,14,Away Team,2023,0,3
2019-12-20,Real Madrid,Manchester City,2,1,58,51,6,11,5,8,9,5,Home Team,2019,3,0
2023-08-02,Barcelona,Paris Saint-Germain,3,1,59,47,15,8,5,4,6,7,Home Team,2023,3,0
2021-05-25,Juventus,Arsenal,0,3,61,59,24,25,6,6,9,15,Away Team,2021,0,3
2021-10-24,Manchester City,Juventus,0,3,62,55,9,22,3,2,12,12,Away Team,2021,0,3
2015-03-06,Juventus,AC Milan,4,1,54,43,10,9,8,9,11,14,Home Team,2015,3,0
2024-01-01,Juventus,Barcelona,4,3,64,53,14,11,2,6,6,6,Home Team,2024,3,0
2020-08-05,Paris Saint-Germain,Bayern Munich,1,2,46,55,14,21,9,3,10,9,Away Team,2020,0,3
2022-04-20,Liverpool,Juventus,4,3,65,56,11,14,5,10,15,9,Home Team,2022,3,0
2017-11-23,Arsenal,Borussia Dortmund,5,3,62,34,23,21,10,7,9,6,Home Team,2017,3,0
2025-01-17,Bayern Munich,Juventus,1,3,41,45,14,22,8,10,9,10,Away Team,2025,0,3
2019-12-07,Paris Saint-Germain,Arsenal,2,4,70,57,22,5,2,9,11,14,Away Team,2019,0,3
2017-11-01,Arsenal,Borussia Dortmund,1,3,44,31,8,11,7,5,13,8,Away Team,2017,0,3
2017-06-27,Barcelona,AC Milan,5,0,52,43,9,22,5,5,7,11,Home Team,2017,3,0
2025-07-17,Liverpool,Juventus,4,2,69,38,15,24,3,6,6,11,Home Team,2025,3,0
2018-02-12,Chelsea,Borussia Dortmund,1,5,65,41,15,5,5,10,10,9,Away Team,2018,0,3
2020-08-02,Arsenal,Manchester City,0,1,70,48,11,7,8,10,7,7,Away Team,2020,0,3
2023-11-03,Manchester City,Chelsea,5,4,59,50,14,10,3,5,15,7,Home Team,2023,3,0
2020-07-28,AC Milan,Chelsea,2,4,68,57,24,22,2,10,11,7,Away Team,2020,0,3
2018-08-27,Chelsea,Juventus,1,5,65,31,15,10,2,9,9,8,Away Team,2018,0,3
2015-03-16,Manchester City,Paris Saint-Germain,5,1,43,37,16,10,10,8,6,9,Home Team,2015,3,0
2016-01-09,Liverpool,Liverpool,1,1,68,55,12,22,10,9,15,14,Draw,2016,1,1
2019-03-13,Arsenal,Bayern Munich,0,4,70,34,23,18,3,4,7,12,Away Team,2019,0,3
2018-11-26,Liverpool,Barcelona,0,2,48,50,11,13,3,9,12,14,Away Team,2018,0,3
2019-03-21,Liverpool,Bayern Munich,0,0,49,54,14,10,9,2,7,5,Draw,2019,1,1
2022-06-27,Bayern Munich,AC Milan,1,3,58,54,7,11,7,10,12,9,Away Team,2022,0,3
2025-11-30,Liverpool,Barcelona,1,4,41,35,9,5,5,5,14,6,Away Team,2025,0,3
2017-11-08,Chelsea,Barcelona,0,4,45,53,11,6,5,8,8,10,Away Team,2017,0,3
2023-07-25,Bayern Munich,Bayern Munich,1,4,46,58,22,7,2,10,14,8,Away Team,2023,0,3
2021-01-20,Chelsea,Manchester City,1,5,66,42,19,18,4,4,10,11,Away Team,2021,0,3
2021-05-02,Liverpool,Paris Saint-Germain,4,5,48,58,24,22,2,6,5,15,Away Team,2021,0,3
2022-07-03,Chelsea,Paris Saint-Germain,3,2,67,51,24,20,8,6,15,7,Home Team,2022,3,0
2015-11-16,Chelsea,Borussia Dortmund,0,3,70,32,15,20,8,5,15,6,Away Team,2015,0,3
2025-08-23,AC Milan,Bayern Munich,0,1,59,60,23,22,8,4,6,8,Away Team,2025,0,3
2025-10-02,Chelsea,Arsenal,1,4,50,46,16,20,6,9,8,15,Away Team,2025,0,3
2017-06-07,Barcelona,AC Milan,4,1,68,39,16,19,9,9,10,11,Home Team,2017,3,0
2023-07-06,Manchester City,AC Milan,1,3,50,52,18,23,2,2,7,11,Away Team,2023,0,3
2024-10-07,Paris Saint-Germain,AC Milan,0,1,41,41,15,14,8,6,8,11,Away Team,2024,0,3
2017-10-28,Arsenal,Juventus,0,2,59,48,23,24,2,3,6,15,Away Team,2017,0,3
2019-05-20,Barcelona,Manchester City,4,4,62,47,20,8,10,10,11,6,Draw,2019,1,1
2016-11-24,Barcelona,AC Milan,1,5,43,34,14,16,3,5,9,8,Away Team,2016,0,3
2019-03-18,Arsenal,Paris Saint-Germain,2,0,68,32,10,24,5,4,10,14,Home Team,2019,3,0
2021-08-20,Paris Saint-Germain,Manchester City,4,4,52,32,12,12,3,2,15,5,Draw,2021,1,1
2016-12-29,Chelsea,Chelsea,1,0,68,54,19,23,2,5,15,10,Home Team,2016,3,0
2020-07-03,Juventus,AC Milan,1,0,61,43,16,7,4,3,13,6,Home Team,2020,3,0
2022-04-14,Manchester City,Chelsea,2,0,56,40,21,11,7,2,9,6,Home Team,2022,3,0
2024-03-16,Arsenal,Arsenal,5,4,53,47,24,25,3,9,11,14,Home Team,2024,3,0
2023-08-19,Juventus,Arsenal,4,1,57,38,20,5,7,8,5,15,Home Team,2023,3,0
2023-11-06,Barcelona,Barcelona,5,2,48,37,24,16,6,8,6,10,Home Team,2023,3,0
2017-03-28,Arsenal,Barcelona,5,2,63,50,17,15,3,6,15,9,Home Team,2017,3,0
2019-10-22,Paris Saint-Germain,Bayern Munich,4,1,47,51,16,19,4,4,8,5,Home Team,2019,3,0
2020-10-03,Real Madrid,Bayern Munich,1,4,59,36,23,5,6,10,13,12,Away Team,2020,0,3
2020-04-08,AC Milan,Chelsea,1,1,66,52,16,5,10,2,7,5,Draw,2020,1,1
2020-04-25,Barcelona,Arsenal,3,5,62,34,23,18,2,10,14,7,Away Team,2020,0,3
2024-06-15,Arsenal,Liverpool,4,5,41,40,12,22,2,5,14,7,Away Team,2024,0,3
2017-01-14,Arsenal,Borussia Dortmund,1,2,62,58,14,12,7,2,14,11,Away Team,2017,0,3
2018-02-06,Bayern Munich,Chelsea,1,1,52,34,17,13,9,9,12,5,Draw,2018,1,1
2024-06-09,Arsenal,Borussia Dortmund,4,3,41,33,22,22,10,4,7,10,Home Team,2024,3,0
2021-08-18,Manchester City,Bayern Munich,3,3,66,45,22,11,10,9,15,15,Draw,2021,1,1
2021-09-17,Juventus,Manchester City,3,0,60,47,25,11,7,6,10,5,Home Team,2021,3,0
2020-04-21,Real Madrid,Borussia Dortmund,2,5,40,30,9,6,9,2,14,15,Away Team,2020,0,3
2016-06-10,Liverpool,Manchester City,4,2,45,30,22,19,7,7,8,6,Home Team,2016,3,0
2021-03-25,Manchester City,Manchester City,5,0,47,54,13,14,10,3,7,12,Home Team,2021,3,0
2015-11-23,Real Madrid,Chelsea,2,1,61,34,11,12,7,8,5,11,Home Team,2015,3,0
2023-10-19,Bayern Munich,Paris Saint-Germain,0,5,59,46,22,18,6,5,13,11,Away Team,2023,0,3
2022-04-02,Manchester City,Liverpool,5,0,65,40,24,24,6,10,12,15,Home Team,2022,3,0
2022-04-12,Arsenal,Borussia Dortmund,2,3,61,34,10,9,5,5,15,10,Away Team,2022,0,3
2023-09-09,Paris Saint-Germain,Manchester City,1,1,44,34,8,19,8,2,10,6,Draw,2023,1,1
2024-05-25,AC Milan,Bayern Munich,5,0,64,39,8,25,2,4,8,11,Home Team,2024,3,0
2022-03-10,Bayern Munich,Juventus,4,3,41,40,21,14,5,5,10,7,Home Team,2022,3,0
2020-05-23,Juventus,Paris Saint-Germain,5,1,66,46,11,25,7,6,14,5,Home Team,2020,3,0
2015-07-19,Bayern Munich,Paris Saint-Germain,5,2,59,48,25,13,6,9,13,11,Home Team,2015,3,0
2023-11-01,Manchester City,Arsenal,3,3,66,51,22,21,9,7,7,15,Draw,2023,1,1
2022-12-10,Real Madrid,Arsenal,4,3,46,35,18,7,3,6,11,15,Home Team,2022,3,0
2017-07-20,Barcelona,Borussia Dortmund,1,5,43,38,19,20,4,2,7,14,Away Team,2017,0,3
2016-11-26,Paris Saint-Germain,Liverpool,0,4,61,36,19,18,3,3,5,15,Away Team,2016,0,3
2022-10-02,Bayern Munich,Bayern Munich,2,1,58,36,10,12,10,2,7,6,Home Team,2022,3,0
2015-10-01,Manchester City,AC Milan,5,0,58,56,5,10,3,2,5,8,Home Team,2015,3,0
2018-07-01,Barcelona,Barcelona,4,0,60,55,24,11,2,8,12,11,Home Team,2018,3,0
2021-09-19,Chelsea,Paris Saint-Germain,4,4,63,54,14,14,6,3,6,8,Draw,2021,1,1
2024-03-09,Arsenal,Chelsea,2,0,40,49,25,25,2,8,12,11,Home Team,2024,3,0
2016-07-10,Chelsea,Bayern Munich,5,4,51,47,19,18,3,2,11,6,Home Team,2016,3,0
2025-10-05,Arsenal,AC Milan,4,0,70,38,9,18,8,10,14,9,Home Team,2025,3,0
2022-02-07,Barcelona,Liverpool,1,4,46,33,5,12,6,5,7,7,Away Team,2022,0,3
2025-01-22,Arsenal,Juventus,0,3,57,44,5,6,5,2,10,14,Away Team,2025,0,3
2015-12-01,AC Milan,Paris Saint-Germain,4,4,63,32,10,23,6,3,12,11,Draw,2015,1,1
2019-06-14,AC Milan,Borussia Dortmund,5,5,41,31,8,10,5,10,8,8,Draw,2019,1,1
2023-06-13,Paris Saint-Germain,Bayern Munich,5,3,48,36,25,21,10,5,9,13,Home Team,2023,3,0
2024-12-31,Barcelona,Barcelona,0,1,52,42,25,24,2,10,9,13,Away Team,2024,0,3
2016-06-24,Real Madrid,Bayern Munich,5,2,61,40,21,9,3,4,9,13,Home Team,2016,3,0
2021-04-09,Paris Saint-Germain,Bayern Munich,3,4,60,54,18,10,8,3,14,7,Away Team,2021,0,3
2023-01-01,Juventus,AC Milan,2,5,42,40,16,5,8,8,14,12,Away Team,2023,0,3
2025-12-15,Real Madrid,Chelsea,0,0,65,58,7,11,7,3,15,11,Draw,2025,1,1
2017-04-06,AC Milan,AC Milan,0,2,59,43,14,23,8,3,6,9,Away Team,2017,0,3
2015-12-07,AC Milan,Arsenal,5,2,61,51,18,19,10,5,9,8,Home Team,2015,3,0
2021-02-18,Real Madrid,Arsenal,2,4,53,54,24,11,2,3,15,6,Away Team,2021,0,3
2023-05-11,Liverpool,Arsenal,1,0,60,37,11,8,3,7,8,14,Home Team,2023,3,0
2018-06-29,Chelsea,Juventus,2,2,66,40,6,23,5,10,5,6,Draw,2018,1,1
2021-05-29,Barcelona,AC Milan,3,2,60,33,23,21,6,8,12,14,Home Team,2021,3,0
2020-08-14,Manchester City,Bayern Munich,2,3,56,37,23,13,7,8,11,8,Away Team,2020,0,3
2021-11-13,Arsenal,Chelsea,4,5,44,36,12,9,7,7,12,15,Away Team,2021,0,3
2025-07-31,Chelsea,Barcelona,5,0,54,43,7,16,3,2,11,9,Home Team,2025,3,0
2020-08-14,Arsenal,Borussia Dortmund,4,5,68,37,5,24,10,8,7,8,Away Team,2020,0,3
2020-04-17,Juventus,Manchester City,3,2,48,47,18,14,8,8,15,14,Home Team,2020,3,0
2025-11-23,Chelsea,Chelsea,1,5,70,54,24,9,3,6,7,6,Away Team,2025,0,3
2017-10-09,Manchester City,Paris Saint-Germain,5,0,47,39,8,12,8,6,13,7,Home Team,2017,3,0
2024-11-30,Chelsea,Paris Saint-Germain,2,0,51,35,8,8,2,9,15,8,Home Team,2024,3,0
2021-01-26,AC Milan,AC Milan,0,5,45,53,18,6,10,4,6,6,Away Team,2021,0,3
2020-12-19,Liverpool,Juventus,0,2,63,48,21,17,8,2,13,13,Away Team,2020,0,3
2018-04-10,Bayern Munich,Barcelona,5,3,45,37,8,18,5,3,5,9,Home Team,2018,3,0
2022-10-12,Liverpool,AC Milan,4,0,49,60,11,6,7,6,12,9,Home Team,2022,3,0
2024-05-29,Real Madrid,Chelsea,4,4,49,60,20,11,5,8,10,14,Draw,2024,1,1
2018-11-21,Paris Saint-Germain,Chelsea,0,0,49,48,16,22,10,10,5,13,Draw,2018,1,1
2016-02-20,Real Madrid,Arsenal,5,3,44,36,7,9,2,2,12,7,Home Team,2016,3,0
2018-01-21,Chelsea,Paris Saint-Germain,0,4,70,56,12,16,2,8,5,14,Away Team,2018,0,3
2022-07-16,Bayern Munich,Manchester City,0,4,66,59,6,19,10,7,7,5,Away Team,2022,0,3
2017-06-01,Chelsea,AC Milan,3,1,66,41,10,15,10,6,10,7,Home Team,2017,3,0
2016-07-02,Barcelona,Liverpool,2,0,46,36,22,7,9,2,10,15,Home Team,2016,3,0
2022-10-10,Arsenal,Liverpool,4,3,43,56,17,21,3,7,8,14,Home Team,2022,3,0
2017-09-03,Barcelona,Borussia Dortmund,1,0,59,53,5,22,7,2,10,8,Home Team,2017,3,0
2024-11-12,Barcelona,Liverpool,1,4,70,30,19,22,2,3,14,9,Away Team,2024,0,3
2021-05-01,Paris Saint-Germain,Juventus,3,0,64,39,10,15,4,8,8,6,Home Team,2021,3,0
2019-12-19,AC Milan,Bayern Munich,1,4,49,30,19,12,5,9,15,5,Away Team,2019,0,3
2025-10-05,AC Milan,Juventus,1,0,70,33,25,24,6,9,15,7,Home Team,2025,3,0
2019-08-09,Barcelona,Juventus,4,5,63,54,12,7,7,9,15,9,Away Team,2019,0,3
2023-04-04,Arsenal,Juventus,2,5,44,50,17,16,10,7,8,6,Away Team,2023,0,3
2024-04-04,Arsenal,Liverpool,3,0,48,53,14,22,5,2,11,8,Home Team,2024,3,0
2025-10-16,Paris Saint-Germain,Bayern Munich,0,4,55,31,18,13,5,6,9,12,Away Team,2025,0,3
